iter	MAE
1512	0.2652216168
1513	0.2651765356
1514	0.265091234
1515	0.265052321
1516	0.2649565546
1517	0.2648770811
1518	0.2647892314
1519	0.2647350136
1520	0.2646800912
1521	0.2645973807
1522	0.2645389168
1523	0.2644437663
1524	0.2643406881
1525	0.264264799
1526	0.2641916765
1527	0.2641406402
1528	0.2640887458
1529	0.2640168637
1530	0.2639186025
1531	0.2638496298
1532	0.2637120035
1533	0.2636438567
1534	0.2636085547
1535	0.2635081791
1536	0.2634320152
1537	0.2633368665
1538	0.2632688407
1539	0.2631559337
1540	0.2630755757
1541	0.2629786621
1542	0.2629124953
1543	0.262831569
1544	0.2627552254
1545	0.2626754978
1546	0.262626375
1547	0.262565224
1548	0.2624608409
1549	0.2623773698
1550	0.2622973257
1551	0.262215214
1552	0.2621337822
1553	0.262066918
1554	0.2619990612
1555	0.2619016394
1556	0.2618650794
1557	0.2617620179
1558	0.2616829119
1559	0.2616025948
1560	0.2614806749
1561	0.2614199588
1562	0.2613530691
1563	0.2612600989
1564	0.2611764253
1565	0.2611012606
1566	0.2610176072
1567	0.2609442271
1568	0.260844735
1569	0.260752855
1570	0.2607074852
1571	0.2605879458
1572	0.2604960517
1573	0.2604401094
1574	0.2603789747
1575	0.2603023251
1576	0.26024446
1577	0.2601664933
1578	0.2600874922
1579	0.2599959643
1580	0.2599446028
1581	0.259848675
1582	0.2597752417
1583	0.2596832747
1584	0.2596311045
1585	0.2595445298
1586	0.2594656236
1587	0.2593658196
1588	0.2592949275
1589	0.2592602446
1590	0.2592036953
1591	0.2591670025
1592	0.2590947252
1593	0.2590227801
1594	0.2589629809
1595	0.258870648
1596	0.2588022174
1597	0.2587256227
1598	0.2586445611
1599	0.2585807146
1600	0.2585501702
1601	0.2585128889
1602	0.2584643493
1603	0.2583903517
1604	0.2583285372
1605	0.2582804817
1606	0.2581576791
1607	0.2580573274
1608	0.2579662403
1609	0.2578828553
1610	0.2577772176
1611	0.2577220686
1612	0.2576331641
1613	0.25755134
1614	0.257436893
1615	0.2573474469
1616	0.2573028129
1617	0.257256775
1618	0.2572236801
1619	0.2571463044
1620	0.2570638058
1621	0.2569880205
1622	0.2569388314
1623	0.256853918
1624	0.256741181
1625	0.2566357497
1626	0.2565367474
1627	0.2564703358
1628	0.2563703501
1629	0.2563016846
1630	0.2562304585
1631	0.2560766792
1632	0.255989099
1633	0.2558957097
1634	0.2557738016
1635	0.255704854
1636	0.2556429647
1637	0.255592478
1638	0.2555058407
1639	0.2554530964
1640	0.2553356515
1641	0.2552390488
1642	0.2551868329
1643	0.2551096046
1644	0.2550262625
1645	0.2549330947
1646	0.2548459725
1647	0.2547805672
1648	0.2546971147
1649	0.2546047444
1650	0.2544502757
1651	0.2543728858
1652	0.2542953473
1653	0.2542341528
1654	0.2541498287
1655	0.25409641
1656	0.2540297673
1657	0.2539288642
1658	0.2538350364
1659	0.2537624275
1660	0.2537104792
1661	0.2536264647
1662	0.2535865595
1663	0.2535210391
1664	0.2534827574
1665	0.2534097244
1666	0.2533543752
1667	0.2532380267
1668	0.2531748866
1669	0.2531019335
1670	0.2530565225
1671	0.2529524794
1672	0.2528412043
1673	0.2527821312
1674	0.2527008804
1675	0.2526144782
1676	0.2525427726
1677	0.2524564705
1678	0.2523939034
1679	0.2523604494
1680	0.2523010139
1681	0.2522291374
1682	0.2521762014
1683	0.2521081915
1684	0.2520272926
1685	0.2519803042
1686	0.251921988
1687	0.251844728
1688	0.2517872418
1689	0.251684718
1690	0.2515822028
1691	0.2515274734
1692	0.2514791509
1693	0.251396265
1694	0.251307139
1695	0.2511888849
1696	0.2511209976
1697	0.2510728982
1698	0.2509772063
1699	0.2509527226
1700	0.2508905816
1701	0.2508249973
1702	0.2507536019
1703	0.2506810411
1704	0.2506088719
1705	0.2505211498
1706	0.2504352135
1707	0.2503579317
1708	0.2502869999
1709	0.2502271021
1710	0.2501078159
1711	0.2500315172
1712	0.2499836997
1713	0.2499057877
1714	0.2498488402
1715	0.2497533102
1716	0.2496727011
1717	0.2495776433
1718	0.2495005496
1719	0.249469234
1720	0.2493739966
1721	0.2493022953
1722	0.2492463423
1723	0.2491697363
1724	0.2491128383
1725	0.2490378549
1726	0.2489740431
1727	0.2489070149
1728	0.2488092351
1729	0.2487574994
1730	0.2487043017
1731	0.2486369042
1732	0.2485622473
1733	0.2484843135
1734	0.2484196353
1735	0.2483481196
1736	0.2482800378
1737	0.2481673059
1738	0.2481055912
1739	0.248038342
1740	0.247990443
1741	0.247866289
1742	0.2477740277
1743	0.2476690435
1744	0.2476219064
1745	0.2475430858
1746	0.2474822034
1747	0.2474330054
1748	0.2473459232
1749	0.2473126442
1750	0.2472761519
1751	0.247208774
1752	0.2471646009
1753	0.2470930835
1754	0.2470293587
1755	0.2469731657
1756	0.2468944968
1757	0.2468362293
1758	0.2467782373
1759	0.2466740931
1760	0.2466139457
1761	0.2465370496
1762	0.2464474988
1763	0.2463995752
1764	0.2463514426
1765	0.2462570885
1766	0.246212926
1767	0.2461498378
1768	0.2460761801
1769	0.2460172255
1770	0.2459636067
1771	0.2459220809
1772	0.2458420134
1773	0.2457889385
1774	0.2457068624
1775	0.245658171
1776	0.2455887635
1777	0.2455186401
1778	0.245425769
1779	0.2453670804
1780	0.2453467346
1781	0.2452782686
1782	0.2451975627
1783	0.2451667472
1784	0.2451156101
1785	0.2450447252
1786	0.2450073838
1787	0.2449420661
1788	0.2448588388
1789	0.2448060866
1790	0.244775225
1791	0.2446896467
1792	0.2446142464
1793	0.2445356741
1794	0.2444921845
1795	0.2444373447
1796	0.2443594566
1797	0.2442967009
1798	0.2442321845
1799	0.2441836639
1800	0.244046926
1801	0.2439347667
1802	0.2438805242
1803	0.2438218504
1804	0.2437635676
1805	0.2436676146
1806	0.2436172842
1807	0.2435352786
1808	0.2434547482
1809	0.2433334486
1810	0.2432701434
1811	0.2432135096
1812	0.2431420498
1813	0.2431031075
1814	0.2430455154
1815	0.2429920679
1816	0.2429023374
1817	0.2428132941
1818	0.2427628689
1819	0.2426782496
1820	0.2426411553
1821	0.2425712047
1822	0.2425147707
1823	0.2424291646
1824	0.2423837194
1825	0.2423241026
1826	0.2422898913
1827	0.2421699654
1828	0.2420992701
1829	0.2420417971
1830	0.2419748873
1831	0.2418923832
1832	0.2418414706
1833	0.2417898168
1834	0.2417305031
1835	0.2416334587
1836	0.2415537996
1837	0.2414980114
1838	0.2414599626
1839	0.2414060263
1840	0.2413606422
1841	0.2412777387
1842	0.2412241865
1843	0.2411713934
1844	0.2411046378
1845	0.2410601837
1846	0.2410155186
1847	0.2409479556
1848	0.2408578221
1849	0.2408175238
1850	0.2407474098
1851	0.2406694206
1852	0.2406227348
1853	0.240553319
1854	0.2404910255
1855	0.2404437182
1856	0.2403674132
1857	0.2403250252
1858	0.2402587189
1859	0.240211031
1860	0.2401807919
1861	0.2401313392
1862	0.2400505688
1863	0.2399594353
1864	0.2398738415
1865	0.2398318629
1866	0.2397677622
1867	0.2397231822
1868	0.2396516165
1869	0.2395611338
1870	0.2394740888
1871	0.2394032727
1872	0.2393450853
1873	0.2393049638
1874	0.2392526647
1875	0.2391799515
1876	0.239133315
1877	0.2390674366
1878	0.2390382065
1879	0.238957217
1880	0.2388991776
1881	0.2388137115
1882	0.2387676533
1883	0.2387080707
1884	0.2386678567
1885	0.2386157316
1886	0.2385526748
1887	0.2384816462
1888	0.2384089974
1889	0.2383570895
1890	0.2382479731
1891	0.2381623261
1892	0.2381037962
1893	0.2380577351
1894	0.238025058
1895	0.2379884447
1896	0.2379295913
1897	0.2378710668
1898	0.2378227643
1899	0.2377618078
1900	0.2377233896
1901	0.2376815367
1902	0.2376297228
1903	0.2375623177
1904	0.2374728033
1905	0.23741173
1906	0.2373591982
1907	0.2372831539
1908	0.2372413775
1909	0.2372206927
1910	0.2371718998
1911	0.2370896763
1912	0.2370204127
1913	0.2369781573
1914	0.2369251081
1915	0.2368406146
1916	0.2368154454
1917	0.236749845
1918	0.2366931294
1919	0.2366104054
1920	0.2365552125
1921	0.236507343
1922	0.2364671945
1923	0.236420113
1924	0.2363563992
1925	0.2362998394
1926	0.2362290349
1927	0.2361921724
1928	0.2361410361
1929	0.2360860718
1930	0.2360329374
1931	0.2359839301
1932	0.2359501393
1933	0.2358929276
1934	0.2358470725
1935	0.2357835441
1936	0.235701421
1937	0.2356221451
1938	0.2355836327
1939	0.2355299328
1940	0.2354573559
1941	0.2354257057
1942	0.2353792177
1943	0.2352830501
1944	0.2351910378
1945	0.2351174335
1946	0.2350675806
1947	0.2350140512
1948	0.2349094874
1949	0.2348602376
1950	0.2348338436
1951	0.2347889153
1952	0.2347316033
1953	0.2346860833
1954	0.2346230533
1955	0.2345606974
1956	0.2345033572
1957	0.2344346407
1958	0.2343878746
1959	0.2343492942
1960	0.2342878895
1961	0.2342237729
1962	0.2341834201
1963	0.2340883611
1964	0.2340093729
1965	0.2339294825
1966	0.2338680103
1967	0.2338218633
1968	0.2337728148
1969	0.2337395258
1970	0.2336712659
1971	0.2336019268
1972	0.2335448125
1973	0.233501273
1974	0.2334541522
1975	0.2334207557
1976	0.2333766351
1977	0.2333151702
1978	0.2332865962
1979	0.2332164808
1980	0.2331650526
1981	0.2330701705
1982	0.2330454254
1983	0.2329962905
1984	0.2329564676
1985	0.2328878274
1986	0.2327982178
1987	0.2327441824
1988	0.2326843309
1989	0.2326276598
1990	0.2326014011
1991	0.2325696497
1992	0.2325207229
1993	0.2324706408
1994	0.2324226741
1995	0.2323386524
1996	0.2322914002
1997	0.2321688969
1998	0.2321315516
1999	0.2320968655
